River North,Thai,-1,-1
River North,French,0.901614079,0.901614079
Rush & Division,Contemporary,0.5,0.407561763
Rush & Division,Burgers,-1,-1
Rush & Division,Japanese,-1,-1
Rush & Division,Seafood,-1,-1
Rush & Division,Steaks,0.725698317,0.701105626
Rush & Division,Sushi,-1,-1
Rush & Division,Thai,-1,-1
Rush & Division,French,1,0.641634627
Sheffield/De Paul,Contemporary,0.82470729,0.765594686
Sheffield/De Paul,Burgers,0.848029899,0.731354907
Sheffield/De Paul,Japanese,0.5,0.5
Sheffield/De Paul,Seafood,-1,-1
Sheffield/De Paul,Steaks,-1,-1
Sheffield/De Paul,Sushi,0,0.315464877
Sheffield/De Paul,Thai,-1,-1
Sheffield/De Paul,French,1,0.649122807
Streeterville,Contemporary,0.766666667,0.754754129
Streeterville,Burgers,0.549098658,0.549098658
Streeterville,Japanese,-1,-1
Streeterville,Seafood,0.784953864,0.784953864
Streeterville,Steaks,1,0.717008988
Streeterville,Sushi,-1,-1
Streeterville,Thai,-1,-1
Streeterville,French,1,1
North,Contemporary,0.824823556,0.801797311
North,Burgers,-1,-1
North,Japanese,1,1
North,Seafood,-1,-1
North,Steaks,-1,-1
North,Sushi,0,0
North,Thai,0.703165758,0.695629682
North,French,1,0.907633551
Albany Park,Contemporary,-1,-1
Albany Park,Burgers,-1,-1
Albany Park,Japanese,-1,-1
Albany Park,Seafood,-1,-1
Albany Park,Steaks,-1,-1
Albany Park,Sushi,-1,-1
Albany Park,Thai,-1,-1
Albany Park,French,-1,-1
Andersonville,Contemporary,-1,-1
Andersonville,Burgers,-1,-1
Andersonville,Japanese,-1,-1
Andersonville,Seafood,-1,-1
Andersonville,Steaks,-1,-1
Andersonville,Sushi,-1,-1
Andersonville,Thai,-1,-1
Andersonville,French,-1,-1
Boystown,Contemporary,0.5,0.5
Boystown,Burgers,-1,-1
Boystown,Japanese,0.666666667,0.615588817
Boystown,Seafood,-1,-1
Boystown,Steaks,-1,-1
Boystown,Sushi,0,0
Boystown,Thai,1,0.789291403
Boystown,French,0.93199836,0.826991222
Devon Avenue,Contemporary,-1,-1
Devon Avenue,Burgers,-1,-1
Devon Avenue,Japanese,-1,-1
Devon Avenue,Seafood,-1,-1
Devon Avenue,Steaks,-1,-1
Devon Avenue,Sushi,-1,-1
Devon Avenue,Thai,-1,-1
Devon Avenue,French,-1,-1
Edgewater,Contemporary,-1,-1
Edgewater,Burgers,-1,-1
Edgewater,Japanese,-1,-1
Edgewater,Seafood,-1,-1
Edgewater,Steaks,-1,-1
Edgewater,Sushi,-1,-1
Edgewater,Thai,-1,-1
Edgewater,French,-1,-1
Irving Park/Avondale,Contemporary,-1,-1
Irving Park/Avondale,Burgers,-1,-1
Irving Park/Avondale,Japanese,-1,-1
Irving Park/Avondale,Seafood,-1,-1
Irving Park/Avondale,Steaks,-1,-1
Irving Park/Avondale,Sushi,-1,-1
Irving Park/Avondale,Thai,-1,-1
Irving Park/Avondale,French,-1,-1
Lakeview,Contemporary,0.86053381,0.85507044
Lakeview,Burgers,-1,-1
Lakeview,Japanese,0.630929754,0.463152324
Lakeview,Seafood,-1,-1
Lakeview,Steaks,-1,-1
Lakeview,Sushi,-1,-1
Lakeview,Thai,0.870735744,0.870735744
Lakeview,French,0.926376484,0.926376484
Lakeview East,Contemporary,0.5,0.449908678
Lakeview East,Burgers,-1,-1
Lakeview East,Japanese,1,0.614030614
Lakeview East,Seafood,-1,-1
Lakeview East,Steaks,-1,-1
Lakeview East,Sushi,-1,-1
Lakeview East,Thai,0.897117154,0.860127586
Lakeview East,French,0.926376484,0.825465349
Lincoln Square,Contemporary,-1,-1
Lincoln Square,Burgers,-1,-1
Lincoln Square,Japanese,-1,-1
Lincoln Square,Seafood,-1,-1
Lincoln Square,Steaks,-1,-1
Lincoln Square,Sushi,-1,-1
Lincoln Square,Thai,-1,-1
Lincoln Square,French,-1,-1
North Center,Contemporary,-1,-1
North Center,Burgers,-1,-1
North Center,Japanese,-1,-1
North Center,Seafood,-1,-1
North Center,Steaks,-1,-1
North Center,Sushi,-1,-1
North Center,Thai,-1,-1
North Center,French,-1,-1
North Park,Contemporary,-1,-1
North Park,Burgers,-1,-1
North Park,Japanese,-1,-1
North Park,Seafood,-1,-1
North Park,Steaks,-1,-1
North Park,Sushi,-1,-1
North Park,Thai,-1,-1
North Park,French,-1,-1
Ravenswood,Contemporary,-1,-1
Ravenswood,Burgers,-1,-1
Ravenswood,Japanese,-1,-1
Ravenswood,Seafood,-1,-1
Ravenswood,Steaks,-1,-1
Ravenswood,Sushi,-1,-1
Ravenswood,Thai,-1,-1
Ravenswood,French,-1,-1
Rogers Park,Contemporary,-1,-1
Rogers Park,Burgers,-1,-1
Rogers Park,Japanese,-1,-1
Rogers Park,Seafood,-1,-1
Rogers Park,Steaks,-1,-1
Rogers Park,Sushi,-1,-1
Rogers Park,Thai,-1,-1
Rogers Park,French,-1,-1
Roscoe Village,Contemporary,-1,-1
